Chip	Details	Core	Errata ID	Module	Criticality	Workaround	Revisions Impacted	Failure	Fix Status	Masks Affected	Manufacturer
SAM7S64	If Sleep mode is activated while there is no activity (no conversion is being performed), it will take effect only after a conversion occurs.	ARM7	 	Analog-to-Digital Converter (ADC)	 	To activate sleep mode as soon as possible, it is recommended to write successively, ADC Mode Register (SLEEP) then ADC Control Register (START bit field); to start an analog-to-digital conversion, in order put ADC into sleep mode at the end of this conversion. SAM7S Series [DATASHEET] 6175MâATARMâ26-Oct-12 698 40.18.2 Non Volatile Memory Bits (NVM Bits)	 	If Sleep mode is activated while there is no activity (no conversion is being performed), it will take effect only after	Not fixed	 	Atmel
SAM7S64	NVM Bits: Write/Erase Cycles Number The maximum number of write/erase cycles for Non Volatile Memory bits is 100. This includes Lock Bits (LOCKx), General Purpose NVM bits (GPNVMx) and the Security Bit. This maximum number of write/erase cycles is not applicable to 64 KB Flash memory, it remains at10K for the Flash memory.	ARM7	 	Non Volatile Memory Bits (NVM Bits)	 	None. 40.18.3 Parallel Input/Output Controller (PIO)	 	NVM Bits: Write/Erase Cycles Number	Not fixed	 	Atmel
SAM7S64	PIO: Electrical Characteristics on NRST and PA0-PA16 and PA21-31 When NRST or PA0-PA16 or PA21-PA31 are set as digital inputs with pull-up enabled, the voltage of the I/O stabilizes at VPull-up. Vpull-up VPull-up Min VPull-up Max VDDIO - 0.65 V VDDIO - 0.45 V This condition causes a leakage through VDDIO. This leakage is 45 ÂµA per pad in worst case at 3.3 V and 25 ÂµA at 1.8V. I Leakage Parameter Typ Max I Leakage at 3,3V 2.5 ÂµA 45 ÂµA I Leakage at 1.8V 1 ÂµA 25 ÂµA	ARM7	 	Parallel Input/Output Controller (PIO)	 	It is recommended to use an external pull-up if needed.	 	PIO: Electrical Characteristics on NRST and PA0-PA16 and PA21-31	Not fixed	 	Atmel
SAM7S64	PIO: Drive Low NRST, PA0-PA16 and PA21-PA31 When NRST or PA0-PA16 and or PA21-PA31 are set as digital inputs with pull-up enabled, driving the I/O with an output impedance higher than 500 ohms may not drive the I/O to a logical zero.	ARM7	 	Parallel Input/Output Controller (PIO)	 	Output impedance must be lower than 500 ohms. 40.18.4 Pulse Width Modulation Controller (PWM)	 	PIO: Drive Low NRST, PA0-PA16 and PA21-PA31	Not fixed	 	Atmel
SAM7S64	PWM: Update when PWM_CCNTx = 0 or 1 If the Channel Counter Register value is 0 or 1, the Channel Period Register or Channel Duty Cycle Register is directly modified when writing the Channel Update Register.	ARM7	 	Pulse Width Modulation Controller (PWM)	 	Check the Channel Counter Register before writing the update register.	 	PWM: Update when PWM_CCNTx = 0 or 1	Not fixed	 	Atmel
SAM7S64	PWM: Update when PWM_CPRDx = 0 When Channel Period Register equals 0, the period update is not operational. SAM7S Series [DATASHEET] 6175MâATARMâ26-Oct-12 699	ARM7	 	Pulse Width Modulation Controller (PWM)	 	Do not write 0 in the period register.	 	PWM: Update when PWM_CPRDx = 0	Not fixed	 	Atmel
SAM7S64	PWM: Counter Start Value In left aligned mode, the first start value of the counter is 0. For the other periods, the counter starts at 1.	ARM7	 	Pulse Width Modulation Controller (PWM)	 	None.	 	PWM: Counter Start Value	Not fixed	 	Atmel
SAM7S64	PWM: Constraints on Duty Cycle Value Setting Channel Duty Cycle Register (PWM_CDTYx) at 0 in center aligned mode or at 0 or 1 in left aligned mode may change the polarity of the signal.	ARM7	 	Pulse Width Modulation Controller (PWM)	 	Do not set PWM_CDTYx at 0 in center aligned mode. Do not set PWM_CDTYx at 0 or 1 in left aligned mode.	 	PWM: Constraints on Duty Cycle Value	Not fixed	 	Atmel
SAM7S64	PWM: Behavior of CHIDx Status Bits in the PWM_SR Register Erratic behavior of the CHIDx status bit in the PWM_SR Register. When a channel is disabled by writing in the PWM_DIS Register just after enabling it (before completion of a Clock Period of the clock selected for the channel), the PWM line is internally disabled but the CHIDx status bit in the PWM_SR stays at 1.	ARM7	 	Pulse Width Modulation Controller (PWM)	 	Do not disable a channel before completion of one period of the selected clock. 40.18.5 Real Time Timer (RTT)	 	PWM: Behavior of CHIDx Status Bits in the PWM_SR Register	Not fixed	 	Atmel
SAM7S64	RTT: Possible Event Loss when Reading RTT_SR If an event (RTTINC or ALMS) occurs within the same slow clock cycle during which the RTT_SR is read, the corresponding bit might be cleared. This can lead to the loss of this event.	ARM7	 	Real Time Timer (RTT)	 	The software must handle the RTT event as an interrupt and should not poll RTT_SR. 40.18.6 Serial Peripheral Interface (SPI)	 	RTT: Possible Event Loss when Reading RTT_SR	Not fixed	 	Atmel
SAM7S64	SPI: Software Reset Must be Written Twice If a software reset (SWRSTin the SPI Control Register) is performed, the SPI may not work properly (the clock is enabled before the chip select.	ARM7	 	Serial Peripheral Interface (SPI)	 	The SPI Control Register field, SWRST needs to be written twice to be set correctly.	 	SPI: Software Reset Must be Written Twice	Not fixed	 	Atmel
SAM7S64	SPI: Pulse Generation on SPCK In Master Mode, there is an additional pulse generated on SPCK when the SPI is configured as follows: â The Baudrate is odd and different from 1 â The Polarity is set to 1 â The Phase is set to 0	ARM7	 	Serial Peripheral Interface (SPI)	 	None. SAM7S Series [DATASHEET] 6175MâATARMâ26-Oct-12 700	 	SPI: Pulse Generation on SPCK	Not fixed	 	Atmel
SAM7S64	SPI: Bad tx_ready behavior when CSAAT=1 and SCBR = 1 If the SPI is programmed with CSAAT = 1, SCBR(baudrate) = 1 and two transfers are performed consecutively on the same slave with an IDLE state between them, the tx_ready signal does not rise after the second data has been transferred in the shifter. This can imply for example, that the second data is sent twice.	ARM7	 	Serial Peripheral Interface (SPI)	 	Do not use the combination CSAAT=1 and SCBR =1.	 	SPI: Bad tx_ready behavior when CSAAT=1 and SCBR = 1	Not fixed	 	Atmel
SAM7S64	SPI: LASTXFER (Last Transfer) behavior In FIXED Mode, with CSAAT bit set, and in âPDC modeâ the Chip Select can rise depending on the data written in the SPI_TDR when the TX_EMPTY flag is set. If for example, the PDC writes a â1â in the bit 24 (LASTXFER bit) of the SPI_TDR, the chip select will rise as soon as the TXEMPTY flag is set.	ARM7	 	Serial Peripheral Interface (SPI)	 	Use the CS in PIO mode when PDC mode is required and CS has to be maintained between transfers.	 	SPI: LASTXFER (Last Transfer) behavior	Not fixed	 	Atmel
SAM7S64	SPI: SPCK Behavior in Master Mode SPCK pin can toggle out before the first transfer in Master Mode.	ARM7	 	Serial Peripheral Interface (SPI)	 	In Master Mode, MSTR bit must be set (in SPI_MR register) before configuring SPI_CSRx registers.	 	SPI: SPCK Behavior in Master Mode	Not fixed	 	Atmel
SAM7S64	SPI: Chip Select and Fixed Mode In fixed Mode, if a transfer is performed through a PDC on a Chip select different from the Chip select 0, the output spi_size sampled by the PDC will depend on the field, BITS (Bits per Transfer) of SPI_CSR0 register, whatever the selected Chip select is. For example, if SPI_CSR0 is configured for a 10-bit transfer whereas SPI_CSR1 is configured for an 8-bit transfer, when a transfer is performed in Fixed mode through the PDC, on Chip select 1, the transfer will be considered as a HalfWord transfer.	ARM7	 	Serial Peripheral Interface (SPI)	 	If a PDC transfer has to be performed in 8 bits, on a Chip select y (y as different from 0), the BITS field of the SPI_CSR0 must be configured in 8 bits, in the same way as the BITS field of the CSRy Register.	 	SPI: Chip Select and Fixed Mode	Not fixed	 	Atmel
SAM7S64	SPI: Baudrate Set to 1 When Baudrate is set at 1 (i.e. when serial clock frequency equals the system clock frequency) and when the BITS field of the SPI_CSR register (number of bits to be transmitted) equals an ODD value (in this case 9,11,13 or 15), an additional pulse will be generated on output SPCK. Everything is OK if the BITS field equals 8,10,12,14 or 16 and Baudrate = 1.	ARM7	 	Serial Peripheral Interface (SPI)	 	None.	 	SPI: Baudrate Set to 1	Not fixed	 	Atmel
SAM7S64	SPI: Disable In Slave Mode The SPI disable is not possible in slave mode.	ARM7	 	Serial Peripheral Interface (SPI)	 	Read first the received data, then perform the software reset.	 	SPI: Disable In Slave Mode	Not fixed	 	Atmel
SAM7S64	SPI: Disable Issue The SPI Command âSPI Disableâ is not possible during a transfer, it must be performed only after TX_EMPTY rising else there is everlasting dummy transfers occur.	ARM7	 	Serial Peripheral Interface (SPI)	 	SAM7S Series [DATASHEET] 6175MâATARMâ26-Oct-12 701 None.	 	SPI: Disable Issue	Not fixed	 	Atmel
SAM7S64	The SPI Command âsoftware resetâ does not reset the SPIEN config bit. Therefore rewriting an SPI enable command does not set TX_READY, TX_EMPTY flags.	ARM7	 	Serial Peripheral Interface (SPI)	 	Send SPI disable command after a software reset.	 	The SPI Command âsoftware resetâ does not reset the SPIEN config bit. Therefore rewriting an SPI enable command does not set TX_READY, TX_EMPTY flags.	Not fixed	 	Atmel
SAM7S64	If CSAAT = 1 for current access and there is no more TX request for a time greater than DLYBCT + DLYBCS, then if an access is requested on another slave, the NPCS bus switches from one CS to the one requested without DLYBCS. External Slaves may reach a contention on SPI_MISO line for a short period.	ARM7	 	Serial Peripheral Interface (SPI)	 	Assert the Last Transfer Command (NPCS de-activation) for the last character of each slave.	 	If CSAAT = 1 for current access and there is no more TX request for a time greater than DLYBCT + DLYBCS, then	Not fixed	 	Atmel
SAM7S64	Bad Serial clock generation on the 2nd chip select when SCBR = 1, CPOL = 1 and NCPHA = 0. This occurs using SPI with the following conditions: â¢ Master Mode â¢ CPOL = 1 and NCPHA = 0 â¢ Multiple chip selects are used with one transfer with Baud rate (SCBR) equal to 1 (i.e., when serial clock frequency equals the system clock frequency) and the other transfers set with SCBR are not equal to 1 â¢ Transmitting with the slowest chip select and then with the fastest one, then an additional on output SPCK during the second transfer. pulse is generated	ARM7	 	Serial Peripheral Interface (SPI)	 	Do not use a multiple Chip Select configuration where at least one SCRx register is configured with SCBR = 1 and the others differ from 1 if NCPHA = 0 and CPOL = 1. If all chip selects are configured with Baudrate = 1, the issue does not appear. 40.18.7 Synchronous Serial Controller (SSC)	 	Bad Serial clock generation on the 2nd chip select when SCBR = 1, CPOL = 1 and NCPHA = 0.	Not fixed	 	Atmel
SAM7S64	SSC: Periodic Transmission Limitations in Master Mode If the Least Significant Bit is sent first (MSBF = 0), the first TAG during the frame synchro is not sent.	ARM7	 	Synchronous Serial Controller (SSC)	 	None.	 	SSC: Periodic Transmission Limitations in Master Mode	Not fixed	 	Atmel
SAM7S64	SSC: Transmitter Limitations in Slave Mode If TK is programmed as output and TF is programmed as input, it is impossible to emit data when the start of edge (rising or falling) of synchro has a Start Delay equal to zero.	ARM7	 	Synchronous Serial Controller (SSC)	 	None.	 	SSC: Transmitter Limitations in Slave Mode	Not fixed	 	Atmel
SAM7S64	SSC: Transmitter Limitations in Slave Mode If TK is programmed as an input and TF is programmed as an output and requested to be set to low/high during data emission, the Frame Synchro signal is generated one bit clock period after the data start and one data bit is lost. This problem does not exist when generating a periodic synchro. SAM7S Series [DATASHEET] 6175MâATARMâ26-Oct-12 702	ARM7	 	Synchronous Serial Controller (SSC)	 	The data need to be delayed for one bit clock period with an external assembly. In the following schematic, TD, TK and NRST are SAM7S signals, TXD is the delayed data to connect to the device. 40.18.8 Two-wire Interface (TWI)	 	SSC: Transmitter Limitations in Slave Mode	Not fixed	 	Atmel
SAM7S64	TWI: Clock Divider The value of CLDIV x 2 CKDIV must be less than or equal to 8191 the value of CHDIV x 2 CKDIV must be less than or equal to 8191	ARM7	 	Two-wire Interface (TWI)	 	None.	 	TWI: Clock Divider	Not fixed	 	Atmel
SAM7S64	TWI: Software Reset When a software reset is performed during a frame and when TWCK is low, it is impossible to initiate a new transfer in READ or WRITE mode.	ARM7	 	Two-wire Interface (TWI)	 	None.	 	TWI: Software Reset	Not fixed	 	Atmel
SAM7S64	TWI: Disabling Does not Operate Correctly Any transfer in progress is immediately frozen if the Control Register (TWI_CR) is written with the bit MSDIS at 1. Furthermore, the status bits TXCOMP and TXRDY in the Status Register (TWI_SR) are not reset.	ARM7	 	Two-wire Interface (TWI)	 	The user must wait for the end of transfer before disabling the TWI. In addition, the interrupts must be disabled before disabling the TWI.	 	TWI: Disabling Does not Operate Correctly	Not fixed	 	Atmel
SAM7S64	TWI: NACK Status Bit Lost During a master frame, if TWI_SR is read between the Non Acknowledge condition detection and the TXCOMP bit rising in the TWI_SR, the NACK bit is not set.	ARM7	 	Two-wire Interface (TWI)	 	The user must wait for the TXCOMP status bit by interrupt and must not read the TWI_SR as long as transmission is not completed. SAM7S Series [DATASHEET] 6175MâATARMâ26-Oct-12 703 TXCOMP and NACK fields are set simultaneously and the NACK field is reset after the read of the TWI_SR.	 	TWI: NACK Status Bit Lost	Not fixed	 	Atmel
SAM7S64	TWI: Possible Receive Holding Register Corruption When loading the TWI_RHR, the transfer direction is ignored. The last data byte received in the TWI_RHR is corrupted at the end of the first subsequent transmit data byte . Neither RXRDY nor OVERRUN status bits are set if this occurs.	ARM7	 	Two-wire Interface (TWI)	 	The user must be sure that received data is read before transmitting any new data. 40.18.9 Universal Synchronous Asynchronous Receiver Transmitter (USART)	 	TWI: Possible Receive Holding Register Corruption	Not fixed	 	Atmel
