Criticality	Manufacturer	Chip	Linux_BSP_Status	Revisions Impacted	Workaround	Failure	Details	Fix Status	Core	Error Category
  Medium  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  94  Bugs  SWPZ009Q – October 2010 – Revised September 2013  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  www.ti.com  DSI PLL Signal is Not available on Hardware Observability Pads  	  Note: In the below paragraph, 'x' stands for 0 or 1 being the 1st interrupt to be handled, either MPU or DSP, 'y' refers to the other interrupt line.  Upon an interrupt reported through GPIO_IRQSTATUS_x, do the following:  •  Read out GPIO_IRQSTATUS_x => status_value_x  •  Write status_value_x to GPIO_IRQSTATUS_x (clear the enabled status bits)  •  Read out GPIO_IRQSTATUS_SET_y=> enable_value_y  •  Write status_value_x and NOT enable_value_y to GPIO_IRQSTATUS_y  By doing so, user clears the unused interrupt status bits for the other interrupt line.  An extension to this workaround is to clear GPIO_IRQSTATUS_y (all the bits) when the corresponding interrupt line (most of the time the DSP, that is, 2nd interrupt line) is not used, at each time GPIO_IRQSTATUS_x is cleared.  Note: Clearing GPIO_IRQSTATUS_0 (respectively 1) is done by writing 0xFFFFFFFF to this register. It will automatically clear GPIO_IRQSTATUS_RAW_0 (respectively 1) consequently.  	 1.70 GPIO IRQ Not Generated After MPU Idle if IRQSTATUS Bits Not Cleared  	  After the GPIO is configured in smart-idle (or smart-idle with wake-up) and the system goes into MPU  inactive mode (idle), the GPIO does not generate any IRQ again if any of the register bits of both interrupt line raw status registers (GPIO_IRQSTATUS_RAW_0 or GPIO_IRQSTATUS_RAW_1) is set. In the case  of a GPIO configured in smart-idle wake-up mode (GPIO_SYSCONFIG[4:3]=0x3), the wake-up associated to the GPIO IRQ event will not even occur.  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  SWPZ009Q – October 2010 – Revised September 2013  Bugs  95  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  Blending Calculation Error When Premultiply Alpha is Used  www.ti.com  	  No workaround is available.  	 1.71 DSI PLL Signal is Not available on Hardware Observability Pads  	  When DSI PLL is under locking, SYS_CLK can be observed on the hardware observability but once PLL  is locked the hardware observability signal does not change and still show SYS_CLOCK. DSI PLL is not available on hardware observability.  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  96  Bugs  SWPZ009Q – October 2010 – Revised September 2013  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  www.ti.com  HS USB: Multiple OFF Mode Transitions Introduce Corruption  	  No workaround is available.  	 1.72 Blending Calculation Error When Premultiply Alpha is Used  	  The equation for layer blending when upper layer is a premultiplied with a global alpha:  LYR(result) = A(global) * LYR(upper) + (1 -“ (A(global) * A(pixel))) * LYR(lower)  Where:  •  A(global) is alpha of upper layer  •  A(pixel) is pixel alpha of upper layer  •  (1 -“ (A(global) * A(pixel))) is the first complement of A(global * A(pixel))  •  When A(global) = 0  P(result) should be P(lower). Calculation leads to 0xff * P(lower) which can have 1-bit error if P(lower)  > (full range)/2 (0x80 for 8-bit)  •  When A(global) = 0xff  P(result) should be P(upper). Calculation leads to 0xff * P(upper) + (1-A(pixel)) * P(lower)  For example, 8-bit multiplication-with-rounding leading to 1-bit error in case Operand > (full range) / 2.  0x8c * 0xff = 0x8B74 final resulting after rounding is 0x8B instead of 0x8C.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  SWPZ009Q – October 2010 – Revised September 2013  Bugs  97  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  Presence Rate Generation Not Supported  www.ti.com  	  The workaround is to only perform the SAR-save of the USB registers if the USB bus has been resumed since the last wakeup from OFF mode.  If the USB has been left untouched in-between the previous wakeup from OFF, and the next OFF mode entry, then do not perform the USB registers SAR-save. (However the regular SAR-save is still needed for PRCM and other registers. Just skip the USB part)  By doing so, the SAR-restore process is always restoring valid data.  	 1.73 HS USB: Multiple OFF Mode Transitions Introduce Corruption  	  When the system enters off mode, the save-and-restore (SAR) process comes into play. During the save sequence, the USB host content must be saved (even if the module was not in use). The saved content is automatically restored upon the next wakeup from off mode.  When the save of the USB context occurs, an extra pulse of UTMI_root clock coming from USB DPLL is entering the IP, and generates a minor corruption. This corrupted context is saved and restored later.  Upon each save thereafter, the corrupted context is corrupted further. This is a cumulative process. At least three consecutive saves (with no wakeup of USB in-between) are needed for introducing a fatal corruption.  This corruption will impact the next use of the USB module: it could be while resuming a suspended device, or it could be upon the enumeration of a new device. The exact failure is not predictable: disconnection or stalls have been observed.  TLL and external PHY modes are impacted.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  98  Bugs  SWPZ009Q – October 2010 – Revised September 2013  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  www.ti.com  Clear Reconfiguration Feature Does Not Revert to Previous Settings on All Registers  	  No workaround is available.  	 1.74 Presence Rate Generation Not Supported  	"  OMAP is unable to generate the SLIMbus presence rate on flow-controlled SLIMbus channels (that is, using ""pushed"" protocol for TX or ""pulled"" protocol for RX).  For example: when a 44.1â€“KSPS stream must be mapped on a 48KSPS channel reserved on SLIMbus.  Flow control should ensure that only 44.1/48 ~= 92 percent of the SLIMbus bandwidth do contain data.  However, SLIMbus transmits (or requests) data as often as allowed by the local data source (or sink), either the AESS or the SDMA (at 48k).  "	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4430	 	"  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  SWPZ009Q – October 2010 – Revised September 2013  Bugs  99  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  DSS Block in ""Idle Transition"" State when using RFBI I/F  www.ti.com  "	  The workaround is software. It consists of keeping a copy of the values of the nonrestore registers in memory and restoring them by software (rewriting the module registers) in case the reconfiguration clear situation is encountered.  	 1.75 Clear Reconfiguration Feature Does Not Revert to Previous Settings on All Registers  	  During a reconfiguration message sequence, the controller accumulates parameter changes to be applied at the following reconfiguration boundary. Writing 0x1 to the SLIMBUS_FL_CONTROL[7]  CLEAR_RECONFIGURATION bit should revert some registers fields to their current value; that is, the value currently used for SLIMbus operations. The value previously written in is discarded. This setting has immediate effect on the configuration registers.  The following registers do not revert to their original configuration:  •  SLIMBUS_FR_CLOCK_SOURCE [6:4] CLKSEL bit  •  SLIMBUS_FR_CLOCK_SOURCE [3:0] CLKDIV bit  •  SLIMBUS_DCT_CONFIG1_j[31]/SLIMBUS_DCR_CONFIG1_j[31] ENABLE bit  •  SLIMBUS_DCT_CONFIG1_j[15]/SLIMBUS_DCR_CONFIG1_j[15] CL bit  •  SLIMBUS_DCT_CONFIG1_j[3:0]/SLIMBUS_DCR_CONFIG1_j[3:0] TP bit field  •  SLIMBUS_DCT_CONFIG2_j[11:0]/SLIMBUS_DCR_CONFIG2_j[11:0] SD bit field  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  100  Bugs  SWPZ009Q – October 2010 – Revised September 2013  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  www.ti.com  System Boot Hangs When Warm Reset is Applied  	  After transfer of image completes, set the RFBI mode into bypass mode by setting the  DISPC_CONTROL1[16] GPOUT1 and DISPC_CONTROL1[15] GPOUT0 bits to 0x1.  	" 1.76 DSS Block in ""Idle Transition"" State when using RFBI I/F  "	  DISPC and RFBI are configured in smart-idle mode. After sending an image to the panel through the RFBI interface, the DISPC end-of-frame interrupt and RFBI end of transfer occur. After software sets the DSS in off state but no off state is not reached, DSS CM stays in idle transition, CM_DSS_DSS_CLKCTRL[17:16]  IDLEST = 0x1 because RFBI is not acknowledging idle request.  	 	Cortex A-9	Bugs
  High  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  SWPZ009Q – October 2010 – Revised September 2013  Bugs  101  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  Deadlock Between SmartReflex™ and Voltage Processor  www.ti.com  	  Need to reprogram the M and N values of DPLL_ABE (that is, register CM_CLKSEL_DPLL_ABE) at the  beginning of Linux® boot:  •  Reprogram must be done when CM_CLKMODE_DPLL_ABE[2:0]DPLL_EN is 0x7.  •  Reprogramming will not work if CM_CLKMODE_DPLL_ABE[2:0]DPLL_EN is 0x4 and PLL is in  stop/idle-bypass state.  •  Reprogramming will also work if CM_CLKMODE_DPLL_ABE[2:0]DPLL_EN is 0x4 and PLL is already  in MN bypass state.  	 1.77 System Boot Hangs When Warm Reset is Applied  	  The issue occurs when all of the following conditions are met:  •  DPLL_ABE input clock is set at 32 kHz (register CM_ABE_PLL_REF_CLKSEL = 0x1)  •  PLL is in one of the following modes:  –  Low-power stop mode  –  Fast-relock stop mode  –  Low-power idle bypass mode  –  Fast-relock idle bypass mode  If a warm reset is applied on the system, the system hangs during the boot.  This issue is not seen if either of the following conditions is true:  •  Sys_clk is used as input for DPLL_ABE.  •  PLL is in LOCKED state before the warm reset is applied.  •  PLL is in MN bypass state before the warm reset is applied.  	 	Cortex A-9	Bugs
  High  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  102  Bugs  SWPZ009Q – October 2010 – Revised September 2013  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  www.ti.com  Refresh Rate Issue After Warm Reset  	  SmartReflex must be disabled before a software-controlled warm reset.  For other warm resets, the issue cannot be avoided, but during reboot the following sequence can be performed to recover:  •  Initiate a Force Update and check TRANXDONE interrupt success (optional). If it is not successful then:  •  Initiate a software global cold reset.  	 1.78 Deadlock Between SmartReflex™ and Voltage Processor  	  A protocol violation between SmartReflex and voltage processor can happen when a global warm reset occurs during a transaction. Consequences are:  •  VP_xx_TRANXDONE_ST interrupt from the PRCM is no longer generated when a force update  voltage from VP is performed.  •  SmartReflex does not request voltage change anymore.  SmartReflex and voltage processor have a handshake protocol. SmartReflex indicates to voltage  processor when voltage update is valid. Voltage processor acknowledges this request. Protocol violation appears when warm reset is asserted before acknowledge. This is because SmartReflex is warm reset-sensitive while voltage processor is cold reset-sensitive.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  SWPZ009Q – October 2010 – Revised September 2013  Bugs  103  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  System May Hang During EMIF Frequency Change  www.ti.com  	  The workaround is to force self-refresh when coming back from the warm reset with the following  sequence:  •  Set EMIF_PWR_MGMT_CTRL[10:8] REG_LP_MODE to 0x2  •  Set EMIF_PWR_MGMT_CTRL[7:4] REG_SR_TIM to 0x0  •  Do a dummy read (loads automatically new value of sr_tim)  This will reduce the risk of memory content corruption, but memory content can't be guaranteed after a warm reset.  When OMAP is back to active mode with correct OPP configuration, EMIF registers need to be re-  program according to the OPP and respect workaround for i735 bug.  	 1.79 Refresh Rate Issue After Warm Reset  	  The refresh rate is programmed in the EMIF_SDRAM_REF_CTRL[15:0] REG_REFRESH_RATE  parameter taking into account frequency of the device.  When a warm reset is applied on the system, the OMAP processor restarts with another frequency and so the frequency is not the same. Due to this frequency change, the refresh rate will be too low and could result in an unexpected behavior on the memory side.  	 	Cortex A-9	Bugs
